FullGeoName,Year,State,County,FIPS,RiskFactor,DataType,Indicator,Prevalence
"TN, Rutherford",2021,TN,Rutherford County,47149,All patients,Adjusted Prevalence,"DR, any stage",2.48
"TN, Scott",2021,TN,Scott County,47151,All patients,Adjusted Prevalence,"DR, any stage",2.39
"TN, Sequatchie",2021,TN,Sequatchie County,47153,All patients,Adjusted Prevalence,"DR, any stage",2.87
"TN, Sevier",2021,TN,Sevier County,47155,All patients,Adjusted Prevalence,"DR, any stage",3.04
"TN, Shelby",2021,TN,Shelby County,47157,All patients,Adjusted Prevalence,"DR, any stage",2.87
"TN, Smith",2021,TN,Smith County,47159,All patients,Adjusted Prevalence,"DR, any stage",2.25
"TN, Stewart",2021,TN,Stewart County,47161,All patients,Adjusted Prevalence,"DR, any stage",4.28
"TN, Sullivan",2021,TN,Sullivan County,47163,All patients,Adjusted Prevalence,"DR, any stage",2.1
"TN, Sumner",2021,TN,Sumner County,47165,All patients,Adjusted Prevalence,"DR, any stage",2.25
"TN, Tipton",2021,TN,Tipton County,47167,All patients,Adjusted Prevalence,"DR, any stage",2.45
"TN, Trousdale",2021,TN,Trousdale County,47169,All patients,Adjusted Prevalence,"DR, any stage",2.48
"TN, Unicoi",2021,TN,Unicoi County,47171,All patients,Adjusted Prevalence,"DR, any stage",2.08
"TN, Union",2021,TN,Union County,47173,All patients,Adjusted Prevalence,"DR, any stage",3.24
"TN, Van Buren",2021,TN,Van Buren County,47175,All patients,Adjusted Prevalence,"DR, any stage",2.75
"TN, Warren",2021,TN,Warren County,47177,All patients,Adjusted Prevalence,"DR, any stage",3.2
"TN, Washington",2021,TN,Washington County,47179,All patients,Adjusted Prevalence,"DR, any stage",2.67
"TN, Wayne",2021,TN,Wayne County,47181,All patients,Adjusted Prevalence,"DR, any stage",2.75
"TN, Weakley",2021,TN,Weakley County,47183,All patients,Adjusted Prevalence,"DR, any stage",4.32
"TN, White",2021,TN,White County,47185,All patients,Adjusted Prevalence,"DR, any stage",2.37
"TN, Williamson",2021,TN,Williamson County,47187,All patients,Adjusted Prevalence,"DR, any stage",1.67
"TN, Wilson",2021,TN,Wilson County,47189,All patients,Adjusted Prevalence,"DR, any stage",2.16
"TX, Anderson",2021,TX,Anderson County,48001,All patients,Adjusted Prevalence,"DR, any stage",2.93
"TX, Andrews",2021,TX,Andrews County,48003,All patients,Adjusted Prevalence,"DR, any stage",3.88
"TX, Angelina",2021,TX,Angelina County,48005,All patients,Adjusted Prevalence,"DR, any stage",2.85
"TX, Aransas",2021,TX,Aransas County,48007,All patients,Adjusted Prevalence,"DR, any stage",2.51
"TX, Archer",2021,TX,Archer County,48009,All patients,Adjusted Prevalence,"DR, any stage",2.29
"TX, Armstrong",2021,TX,Armstrong County,48011,All patients,Adjusted Prevalence,"DR, any stage",4
"TX, Atascosa",2021,TX,Atascosa County,48013,All patients,Adjusted Prevalence,"DR, any stage",3.35
"TX, Austin",2021,TX,Austin County,48015,All patients,Adjusted Prevalence,"DR, any stage",2.11
"TX, Bailey",2021,TX,Bailey County,48017,All patients,Adjusted Prevalence,"DR, any stage",3.72
"TX, Bandera",2021,TX,Bandera County,48019,All patients,Adjusted Prevalence,"DR, any stage",1.97
"TX, Bastrop",2021,TX,Bastrop County,48021,All patients,Adjusted Prevalence,"DR, any stage",2.21
"TX, Baylor",2021,TX,Baylor County,48023,All patients,Adjusted Prevalence,"DR, any stage",2.52
"TX, Bee",2021,TX,Bee County,48025,All patients,Adjusted Prevalence,"DR, any stage",4.23
"TX, Bell",2021,TX,Bell County,48027,All patients,Adjusted Prevalence,"DR, any stage",2.84
"TX, Bexar",2021,TX,Bexar County,48029,All patients,Adjusted Prevalence,"DR, any stage",3.79
"TX, Blanco",2021,TX,Blanco County,48031,All patients,Adjusted Prevalence,"DR, any stage",2.25
"TX, Borden",2021,TX,Borden County,48033,All patients,Adjusted Prevalence,"DR, any stage",2.48
"TX, Bosque",2021,TX,Bosque County,48035,All patients,Adjusted Prevalence,"DR, any stage",2.7
"TX, Bowie",2021,TX,Bowie County,48037,All patients,Adjusted Prevalence,"DR, any stage",2.49
"TX, Brazoria",2021,TX,Brazoria County,48039,All patients,Adjusted Prevalence,"DR, any stage",2.89
"TX, Brazos",2021,TX,Brazos County,48041,All patients,Adjusted Prevalence,"DR, any stage",2.63
"TX, Brewster",2021,TX,Brewster County,48043,All patients,Adjusted Prevalence,"DR, any stage",1.91
"TX, Briscoe",2021,TX,Briscoe County,48045,All patients,Adjusted Prevalence,"DR, any stage",3.58
"TX, Brooks",2021,TX,Brooks County,48047,All patients,Adjusted Prevalence,"DR, any stage",5.84
"TX, Brown",2021,TX,Brown County,48049,All patients,Adjusted Prevalence,"DR, any stage",2.99
"TX, Burleson",2021,TX,Burleson County,48051,All patients,Adjusted Prevalence,"DR, any stage",2.77
"TX, Burnet",2021,TX,Burnet County,48053,All patients,Adjusted Prevalence,"DR, any stage",2.27
"TX, Caldwell",2021,TX,Caldwell County,48055,All patients,Adjusted Prevalence,"DR, any stage",3.43
"TX, Calhoun",2021,TX,Calhoun County,48057,All patients,Adjusted Prevalence,"DR, any stage",2.52
"TX, Callahan",2021,TX,Callahan County,48059,All patients,Adjusted Prevalence,"DR, any stage",3.02
"TX, Cameron",2021,TX,Cameron County,48061,All patients,Adjusted Prevalence,"DR, any stage",6.06
"TX, Camp",2021,TX,Camp County,48063,All patients,Adjusted Prevalence,"DR, any stage",3.31
"TX, Carson",2021,TX,Carson County,48065,All patients,Adjusted Prevalence,"DR, any stage",3.56
"TX, Cass",2021,TX,Cass County,48067,All patients,Adjusted Prevalence,"DR, any stage",3.7
"TX, Castro",2021,TX,Castro County,48069,All patients,Adjusted Prevalence,"DR, any stage",5.23
"TX, Chambers",2021,TX,Chambers County,48071,All patients,Adjusted Prevalence,"DR, any stage",2.27
"TX, Cherokee",2021,TX,Cherokee County,48073,All patients,Adjusted Prevalence,"DR, any stage",3.26
"TX, Childress",2021,TX,Childress County,48075,All patients,Adjusted Prevalence,"DR, any stage",3.71
"TX, Clay",2021,TX,Clay County,48077,All patients,Adjusted Prevalence,"DR, any stage",2.4
"TX, Cochran",2021,TX,Cochran County,48079,All patients,Adjusted Prevalence,"DR, any stage",3.76
"TX, Coke",2021,TX,Coke County,48081,All patients,Adjusted Prevalence,"DR, any stage",2.8
"TX, Coleman",2021,TX,Coleman County,48083,All patients,Adjusted Prevalence,"DR, any stage",3.68
"TX, Collin",2021,TX,Collin County,48085,All patients,Adjusted Prevalence,"DR, any stage",2.34
"TX, Collingsworth",2021,TX,Collingsworth County,48087,All patients,Adjusted Prevalence,"DR, any stage",3.71
"TX, Colorado",2021,TX,Colorado County,48089,All patients,Adjusted Prevalence,"DR, any stage",2.72
"TX, Comal",2021,TX,Comal County,48091,All patients,Adjusted Prevalence,"DR, any stage",2.42
"TX, Comanche",2021,TX,Comanche County,48093,All patients,Adjusted Prevalence,"DR, any stage",2.33
"TX, Concho",2021,TX,Concho County,48095,All patients,Adjusted Prevalence,"DR, any stage",3.87
"TX, Cooke",2021,TX,Cooke County,48097,All patients,Adjusted Prevalence,"DR, any stage",2.96
"TX, Coryell",2021,TX,Coryell County,48099,All patients,Adjusted Prevalence,"DR, any stage",2.45
"TX, Cottle",2021,TX,Cottle County,48101,All patients,Adjusted Prevalence,"DR, any stage",2.83
"TX, Crane",2021,TX,Crane County,48103,All patients,Adjusted Prevalence,"DR, any stage",3.38
"TX, Crockett",2021,TX,Crockett County,48105,All patients,Adjusted Prevalence,"DR, any stage",2.91
"TX, Crosby",2021,TX,Crosby County,48107,All patients,Adjusted Prevalence,"DR, any stage",3.5
"TX, Culberson",2021,TX,Culberson County,48109,All patients,Adjusted Prevalence,"DR, any stage",3.27
"TX, Dallam",2021,TX,Dallam County,48111,All patients,Adjusted Prevalence,"DR, any stage",4.51
"TX, Dallas",2021,TX,Dallas County,48113,All patients,Adjusted Prevalence,"DR, any stage",3.82
"TX, Dawson",2021,TX,Dawson County,48115,All patients,Adjusted Prevalence,"DR, any stage",3.54
"TX, Deaf Smith",2021,TX,Deaf Smith County,48117,All patients,Adjusted Prevalence,"DR, any stage",5.08
"TX, Delta",2021,TX,Delta County,48119,All patients,Adjusted Prevalence,"DR, any stage",3.02
"TX, Denton",2021,TX,Denton County,48121,All patients,Adjusted Prevalence,"DR, any stage",2.58
"TX, De Witt",2021,TX,DeWitt County,48123,All patients,Adjusted Prevalence,"DR, any stage",2.51
"TX, Dickens",2021,TX,Dickens County,48125,All patients,Adjusted Prevalence,"DR, any stage",3.58
"TX, Dimmit",2021,TX,Dimmit County,48127,All patients,Adjusted Prevalence,"DR, any stage",4.87
"TX, Donley",2021,TX,Donley County,48129,All patients,Adjusted Prevalence,"DR, any stage",4.02
"TX, Duval",2021,TX,Duval County,48131,All patients,Adjusted Prevalence,"DR, any stage",4.84
"TX, Eastland",2021,TX,Eastland County,48133,All patients,Adjusted Prevalence,"DR, any stage",2.78
"TX, Ector",2021,TX,Ector County,48135,All patients,Adjusted Prevalence,"DR, any stage",2.93
"TX, Edwards",2021,TX,Edwards County,48137,All patients,Adjusted Prevalence,"DR, any stage",3.62
"TX, Ellis",2021,TX,Ellis County,48139,All patients,Adjusted Prevalence,"DR, any stage",3.07
"TX, El Paso",2021,TX,El Paso County,48141,All patients,Adjusted Prevalence,"DR, any stage",4.16
"TX, Erath",2021,TX,Erath County,48143,All patients,Adjusted Prevalence,"DR, any stage",2.23
"TX, Falls",2021,TX,Falls County,48145,All patients,Adjusted Prevalence,"DR, any stage",3.4
"TX, Fannin",2021,TX,Fannin County,48147,All patients,Adjusted Prevalence,"DR, any stage",2.82
"TX, Fayette",2021,TX,Fayette County,48149,All patients,Adjusted Prevalence,"DR, any stage",2.06
"TX, Fisher",2021,TX,Fisher County,48151,All patients,Adjusted Prevalence,"DR, any stage",2.68
"TX, Floyd",2021,TX,Floyd County,48153,All patients,Adjusted Prevalence,"DR, any stage",3.59
"TX, Foard",2021,TX,Foard County,48155,All patients,Adjusted Prevalence,"DR, any stage",2.48
"TX, Fort Bend",2021,TX,Fort Bend County,48157,All patients,Adjusted Prevalence,"DR, any stage",3.29
"TX, Franklin",2021,TX,Franklin County,48159,All patients,Adjusted Prevalence,"DR, any stage",3.22
"TX, Freestone",2021,TX,Freestone County,48161,All patients,Adjusted Prevalence,"DR, any stage",2.32
"TX, Frio",2021,TX,Frio County,48163,All patients,Adjusted Prevalence,"DR, any stage",4.28
"TX, Gaines",2021,TX,Gaines County,48165,All patients,Adjusted Prevalence,"DR, any stage",3.9
"TX, Galveston",2021,TX,Galveston County,48167,All patients,Adjusted Prevalence,"DR, any stage",2.24
"TX, Garza",2021,TX,Garza County,48169,All patients,Adjusted Prevalence,"DR, any stage",2.99
"TX, Gillespie",2021,TX,Gillespie County,48171,All patients,Adjusted Prevalence,"DR, any stage",2.36
"TX, Glasscock",2021,TX,Glasscock County,48173,All patients,Adjusted Prevalence,"DR, any stage",2.69
"TX, Goliad",2021,TX,Goliad County,48175,All patients,Adjusted Prevalence,"DR, any stage",2.49
"TX, Gonzales",2021,TX,Gonzales County,48177,All patients,Adjusted Prevalence,"DR, any stage",2.72
"TX, Gray",2021,TX,Gray County,48179,All patients,Adjusted Prevalence,"DR, any stage",4.37
"TX, Grayson",2021,TX,Grayson County,48181,All patients,Adjusted Prevalence,"DR, any stage",2.55
"TX, Gregg",2021,TX,Gregg County,48183,All patients,Adjusted Prevalence,"DR, any stage",3.02
"TX, Grimes",2021,TX,Grimes County,48185,All patients,Adjusted Prevalence,"DR, any stage",3.09
"TX, Guadalupe",2021,TX,Guadalupe County,48187,All patients,Adjusted Prevalence,"DR, any stage",3.08
"TX, Hale",2021,TX,Hale County,48189,All patients,Adjusted Prevalence,"DR, any stage",4.35
"TX, Hall",2021,TX,Hall County,48191,All patients,Adjusted Prevalence,"DR, any stage",3.64
"TX, Hamilton",2021,TX,Hamilton County,48193,All patients,Adjusted Prevalence,"DR, any stage",1.91
"TX, Hansford",2021,TX,Hansford County,48195,All patients,Adjusted Prevalence,"DR, any stage",4.45
"TX, Hardeman",2021,TX,Hardeman County,48197,All patients,Adjusted Prevalence,"DR, any stage",2.52
"TX, Hardin",2021,TX,Hardin County,48199,All patients,Adjusted Prevalence,"DR, any stage",2.37
"TX, Harris",2021,TX,Harris County,48201,All patients,Adjusted Prevalence,"DR, any stage",3.16
"TX, Harrison",2021,TX,Harrison County,48203,All patients,Adjusted Prevalence,"DR, any stage",2.94
"TX, Hartley",2021,TX,Hartley County,48205,All patients,Adjusted Prevalence,"DR, any stage",3.21
"TX, Haskell",2021,TX,Haskell County,48207,All patients,Adjusted Prevalence,"DR, any stage",4.59
"TX, Hays",2021,TX,Hays County,48209,All patients,Adjusted Prevalence,"DR, any stage",3.06
"TX, Hemphill",2021,TX,Hemphill County,48211,All patients,Adjusted Prevalence,"DR, any stage",3.87
"TX, Henderson",2021,TX,Henderson County,48213,All patients,Adjusted Prevalence,"DR, any stage",2.87
"TX, Hidalgo",2021,TX,Hidalgo County,48215,All patients,Adjusted Prevalence,"DR, any stage",6.1
"TX, Hill",2021,TX,Hill County,48217,All patients,Adjusted Prevalence,"DR, any stage",2.69
"TX, Hockley",2021,TX,Hockley County,48219,All patients,Adjusted Prevalence,"DR, any stage",4.2
"TX, Hood",2021,TX,Hood County,48221,All patients,Adjusted Prevalence,"DR, any stage",2.57
"TX, Hopkins",2021,TX,Hopkins County,48223,All patients,Adjusted Prevalence,"DR, any stage",2.97
"TX, Houston",2021,TX,Houston County,48225,All patients,Adjusted Prevalence,"DR, any stage",2.67
"TX, Howard",2021,TX,Howard County,48227,All patients,Adjusted Prevalence,"DR, any stage",2.63
"TX, Hudspeth",2021,TX,Hudspeth County,48229,All patients,Adjusted Prevalence,"DR, any stage",4.62
"TX, Hunt",2021,TX,Hunt County,48231,All patients,Adjusted Prevalence,"DR, any stage",4.24
"TX, Hutchinson",2021,TX,Hutchinson County,48233,All patients,Adjusted Prevalence,"DR, any stage",3.99
"TX, Irion",2021,TX,Irion County,48235,All patients,Adjusted Prevalence,"DR, any stage",3.01
"TX, Jack",2021,TX,Jack County,48237,All patients,Adjusted Prevalence,"DR, any stage",2.53
"TX, Jackson",2021,TX,Jackson County,48239,All patients,Adjusted Prevalence,"DR, any stage",2.65
"TX, Jasper",2021,TX,Jasper County,48241,All patients,Adjusted Prevalence,"DR, any stage",2.88
"TX, Jeff Davis",2021,TX,Jeff Davis County,48243,All patients,Adjusted Prevalence,"DR, any stage",2.08
"TX, Jefferson",2021,TX,Jefferson County,48245,All patients,Adjusted Prevalence,"DR, any stage",3.03
"TX, Jim Hogg",2021,TX,Jim Hogg County,48247,All patients,Adjusted Prevalence,"DR, any stage",4.57
"TX, Jim Wells",2021,TX,Jim Wells County,48249,All patients,Adjusted Prevalence,"DR, any stage",4.57
"TX, Johnson",2021,TX,Johnson County,48251,All patients,Adjusted Prevalence,"DR, any stage",3.48
"TX, Jones",2021,TX,Jones County,48253,All patients,Adjusted Prevalence,"DR, any stage",4.94
"TX, Karnes",2021,TX,Karnes County,48255,All patients,Adjusted Prevalence,"DR, any stage",3.26
"TX, Kaufman",2021,TX,Kaufman County,48257,All patients,Adjusted Prevalence,"DR, any stage",2.95
"TX, Kendall",2021,TX,Kendall County,48259,All patients,Adjusted Prevalence,"DR, any stage",2.1
"TX, Kenedy",2021,TX,Kenedy County,48261,All patients,Adjusted Prevalence,"DR, any stage",4.06
"TX, Kent",2021,TX,Kent County,48263,All patients,Adjusted Prevalence,"DR, any stage",3.72
"TX, Kerr",2021,TX,Kerr County,48265,All patients,Adjusted Prevalence,"DR, any stage",2.39
"TX, Kimble",2021,TX,Kimble County,48267,All patients,Adjusted Prevalence,"DR, any stage",3
"TX, King",2021,TX,King County,48269,All patients,Adjusted Prevalence,"DR, any stage",2.7
"TX, Kinney",2021,TX,Kinney County,48271,All patients,Adjusted Prevalence,"DR, any stage",2.91
"TX, Kleberg",2021,TX,Kleberg County,48273,All patients,Adjusted Prevalence,"DR, any stage",4.47
"TX, Knox",2021,TX,Knox County,48275,All patients,Adjusted Prevalence,"DR, any stage",4.14
"TX, Lamar",2021,TX,Lamar County,48277,All patients,Adjusted Prevalence,"DR, any stage",3.61
"TX, Lamb",2021,TX,Lamb County,48279,All patients,Adjusted Prevalence,"DR, any stage",3.75
"TX, Lampasas",2021,TX,Lampasas County,48281,All patients,Adjusted Prevalence,"DR, any stage",2.33
"TX, La Salle",2021,TX,La Salle County,48283,All patients,Adjusted Prevalence,"DR, any stage",3.62
"TX, Lavaca",2021,TX,Lavaca County,48285,All patients,Adjusted Prevalence,"DR, any stage",2.11
"TX, Lee",2021,TX,Lee County,48287,All patients,Adjusted Prevalence,"DR, any stage",2.41
"TX, Leon",2021,TX,Leon County,48289,All patients,Adjusted Prevalence,"DR, any stage",2.37
"TX, Liberty",2021,TX,Liberty County,48291,All patients,Adjusted Prevalence,"DR, any stage",2.18
"TX, Limestone",2021,TX,Limestone County,48293,All patients,Adjusted Prevalence,"DR, any stage",2.26
"TX, Lipscomb",2021,TX,Lipscomb County,48295,All patients,Adjusted Prevalence,"DR, any stage",3.61
"TX, Live Oak",2021,TX,Live Oak County,48297,All patients,Adjusted Prevalence,"DR, any stage",3.44
"TX, Llano",2021,TX,Llano County,48299,All patients,Adjusted Prevalence,"DR, any stage",1.97
"TX, Loving",2021,TX,Loving County,48301,All patients,Adjusted Prevalence,"DR, any stage",3.23
"TX, Lubbock",2021,TX,Lubbock County,48303,All patients,Adjusted Prevalence,"DR, any stage",3.25
"TX, Lynn",2021,TX,Lynn County,48305,All patients,Adjusted Prevalence,"DR, any stage",3.78
"TX, Mcculloch",2021,TX,McCulloch County,48307,All patients,Adjusted Prevalence,"DR, any stage",2.73
"TX, Mclennan",2021,TX,McLennan County,48309,All patients,Adjusted Prevalence,"DR, any stage",3.25
"TX, Mcmullen",2021,TX,McMullen County,48311,All patients,Adjusted Prevalence,"DR, any stage",2.59
"TX, Madison",2021,TX,Madison County,48313,All patients,Adjusted Prevalence,"DR, any stage",3.11
"TX, Marion",2021,TX,Marion County,48315,All patients,Adjusted Prevalence,"DR, any stage",3.45
"TX, Martin",2021,TX,Martin County,48317,All patients,Adjusted Prevalence,"DR, any stage",2.53
"TX, Mason",2021,TX,Mason County,48319,All patients,Adjusted Prevalence,"DR, any stage",2.53
"TX, Matagorda",2021,TX,Matagorda County,48321,All patients,Adjusted Prevalence,"DR, any stage",2.8
"TX, Maverick",2021,TX,Maverick County,48323,All patients,Adjusted Prevalence,"DR, any stage",6.24
"TX, Medina",2021,TX,Medina County,48325,All patients,Adjusted Prevalence,"DR, any stage",2.8
"TX, Menard",2021,TX,Menard County,48327,All patients,Adjusted Prevalence,"DR, any stage",2.69
"TX, Midland",2021,TX,Midland County,48329,All patients,Adjusted Prevalence,"DR, any stage",2.3
"TX, Milam",2021,TX,Milam County,48331,All patients,Adjusted Prevalence,"DR, any stage",3.44
"TX, Mills",2021,TX,Mills County,48333,All patients,Adjusted Prevalence,"DR, any stage",2.05
"TX, Mitchell",2021,TX,Mitchell County,48335,All patients,Adjusted Prevalence,"DR, any stage",4.13
"TX, Montague",2021,TX,Montague County,48337,All patients,Adjusted Prevalence,"DR, any stage",2.46
"TX, Montgomery",2021,TX,Montgomery County,48339,All patients,Adjusted Prevalence,"DR, any stage",2.16
"TX, Moore",2021,TX,Moore County,48341,All patients,Adjusted Prevalence,"DR, any stage",4.95
"TX, Morris",2021,TX,Morris County,48343,All patients,Adjusted Prevalence,"DR, any stage",2.75
"TX, Motley",2021,TX,Motley County,48345,All patients,Adjusted Prevalence,"DR, any stage",2.93
"TX, Nacogdoches",2021,TX,Nacogdoches County,48347,All patients,Adjusted Prevalence,"DR, any stage",2.88
"TX, Navarro",2021,TX,Navarro County,48349,All patients,Adjusted Prevalence,"DR, any stage",3.36
"TX, Newton",2021,TX,Newton County,48351,All patients,Adjusted Prevalence,"DR, any stage",2.56
"TX, Nolan",2021,TX,Nolan County,48353,All patients,Adjusted Prevalence,"DR, any stage",3.73
"TX, Nueces",2021,TX,Nueces County,48355,All patients,Adjusted Prevalence,"DR, any stage",4.56
"TX, Ochiltree",2021,TX,Ochiltree County,48357,All patients,Adjusted Prevalence,"DR, any stage",4.26
"TX, Oldham",2021,TX,Oldham County,48359,All patients,Adjusted Prevalence,"DR, any stage",3.35
"TX, Orange",2021,TX,Orange County,48361,All patients,Adjusted Prevalence,"DR, any stage",2.49
"TX, Palo Pinto",2021,TX,Palo Pinto County,48363,All patients,Adjusted Prevalence,"DR, any stage",2.73
"TX, Panola",2021,TX,Panola County,48365,All patients,Adjusted Prevalence,"DR, any stage",2.68
"TX, Parker",2021,TX,Parker County,48367,All patients,Adjusted Prevalence,"DR, any stage",3.45
"TX, Parmer",2021,TX,Parmer County,48369,All patients,Adjusted Prevalence,"DR, any stage",3.89
"TX, Pecos",2021,TX,Pecos County,48371,All patients,Adjusted Prevalence,"DR, any stage",3.15
"TX, Polk",2021,TX,Polk County,48373,All patients,Adjusted Prevalence,"DR, any stage",2.3
"TX, Potter",2021,TX,Potter County,48375,All patients,Adjusted Prevalence,"DR, any stage",4.44
"TX, Presidio",2021,TX,Presidio County,48377,All patients,Adjusted Prevalence,"DR, any stage",3.55
"TX, Rains",2021,TX,Rains County,48379,All patients,Adjusted Prevalence,"DR, any stage",3.22
"TX, Randall",2021,TX,Randall County,48381,All patients,Adjusted Prevalence,"DR, any stage",3.81
"TX, Reagan",2021,TX,Reagan County,48383,All patients,Adjusted Prevalence,"DR, any stage",3.48
"TX, Real",2021,TX,Real County,48385,All patients,Adjusted Prevalence,"DR, any stage",2.45
"TX, Red River",2021,TX,Red River County,48387,All patients,Adjusted Prevalence,"DR, any stage",3.16
"TX, Reeves",2021,TX,Reeves County,48389,All patients,Adjusted Prevalence,"DR, any stage",3.37
"TX, Refugio",2021,TX,Refugio County,48391,All patients,Adjusted Prevalence,"DR, any stage",3.14
"TX, Roberts",2021,TX,Roberts County,48393,All patients,Adjusted Prevalence,"DR, any stage",3.1
"TX, Robertson",2021,TX,Robertson County,48395,All patients,Adjusted Prevalence,"DR, any stage",2.72
"TX, Rockwall",2021,TX,Rockwall County,48397,All patients,Adjusted Prevalence,"DR, any stage",2.4
"TX, Runnels",2021,TX,Runnels County,48399,All patients,Adjusted Prevalence,"DR, any stage",3.4
"TX, Rusk",2021,TX,Rusk County,48401,All patients,Adjusted Prevalence,"DR, any stage",3.1
"TX, Sabine",2021,TX,Sabine County,48403,All patients,Adjusted Prevalence,"DR, any stage",2.43
"TX, San Augustine",2021,TX,San Augustine County,48405,All patients,Adjusted Prevalence,"DR, any stage",3.51
"TX, San Jacinto",2021,TX,San Jacinto County,48407,All patients,Adjusted Prevalence,"DR, any stage",1.97
"TX, San Patricio",2021,TX,San Patricio County,48409,All patients,Adjusted Prevalence,"DR, any stage",4.01
"TX, San Saba",2021,TX,San Saba County,48411,All patients,Adjusted Prevalence,"DR, any stage",3.08
"TX, Schleicher",2021,TX,Schleicher County,48413,All patients,Adjusted Prevalence,"DR, any stage",4.09
"TX, Scurry",2021,TX,Scurry County,48415,All patients,Adjusted Prevalence,"DR, any stage",3.28
"TX, Shackelford",2021,TX,Shackelford County,48417,All patients,Adjusted Prevalence,"DR, any stage",2.55
"TX, Shelby",2021,TX,Shelby County,48419,All patients,Adjusted Prevalence,"DR, any stage",4.01
"TX, Sherman",2021,TX,Sherman County,48421,All patients,Adjusted Prevalence,"DR, any stage",3.78
"TX, Smith",2021,TX,Smith County,48423,All patients,Adjusted Prevalence,"DR, any stage",2.72
"TX, Somervell",2021,TX,Somervell County,48425,All patients,Adjusted Prevalence,"DR, any stage",2.74
"TX, Starr",2021,TX,Starr County,48427,All patients,Adjusted Prevalence,"DR, any stage",6.24
"TX, Stephens",2021,TX,Stephens County,48429,All patients,Adjusted Prevalence,"DR, any stage",2.33
"TX, Sterling",2021,TX,Sterling County,48431,All patients,Adjusted Prevalence,"DR, any stage",3.88
"TX, Stonewall",2021,TX,Stonewall County,48433,All patients,Adjusted Prevalence,"DR, any stage",3.5
"TX, Sutton",2021,TX,Sutton County,48435,All patients,Adjusted Prevalence,"DR, any stage",3.72
"TX, Swisher",2021,TX,Swisher County,48437,All patients,Adjusted Prevalence,"DR, any stage",4.3
"TX, Tarrant",2021,TX,Tarrant County,48439,All patients,Adjusted Prevalence,"DR, any stage",3.72
"TX, Taylor",2021,TX,Taylor County,48441,All patients,Adjusted Prevalence,"DR, any stage",3.05
"TX, Terrell",2021,TX,Terrell County,48443,All patients,Adjusted Prevalence,"DR, any stage",2.92
"TX, Terry",2021,TX,Terry County,48445,All patients,Adjusted Prevalence,"DR, any stage",3.36
"TX, Throckmorton",2021,TX,Throckmorton County,48447,All patients,Adjusted Prevalence,"DR, any stage",2.36
"TX, Titus",2021,TX,Titus County,48449,All patients,Adjusted Prevalence,"DR, any stage",2.94
"TX, Tom Green",2021,TX,Tom Green County,48451,All patients,Adjusted Prevalence,"DR, any stage",3.11
"TX, Travis",2021,TX,Travis County,48453,All patients,Adjusted Prevalence,"DR, any stage",2.64
"TX, Trinity",2021,TX,Trinity County,48455,All patients,Adjusted Prevalence,"DR, any stage",2.28
"TX, Tyler",2021,TX,Tyler County,48457,All patients,Adjusted Prevalence,"DR, any stage",2.75
"TX, Upshur",2021,TX,Upshur County,48459,All patients,Adjusted Prevalence,"DR, any stage",2.62
"TX, Upton",2021,TX,Upton County,48461,All patients,Adjusted Prevalence,"DR, any stage",2.84
"TX, Uvalde",2021,TX,Uvalde County,48463,All patients,Adjusted Prevalence,"DR, any stage",5.11
"TX, Val Verde",2021,TX,Val Verde County,48465,All patients,Adjusted Prevalence,"DR, any stage",4.76
"TX, Van Zandt",2021,TX,Van Zandt County,48467,All patients,Adjusted Prevalence,"DR, any stage",2.9
"TX, Victoria",2021,TX,Victoria County,48469,All patients,Adjusted Prevalence,"DR, any stage",2.46
"TX, Walker",2021,TX,Walker County,48471,All patients,Adjusted Prevalence,"DR, any stage",2.69
"TX, Waller",2021,TX,Waller County,48473,All patients,Adjusted Prevalence,"DR, any stage",2.98
"TX, Ward",2021,TX,Ward County,48475,All patients,Adjusted Prevalence,"DR, any stage",2.29
"TX, Washington",2021,TX,Washington County,48477,All patients,Adjusted Prevalence,"DR, any stage",2.07
"TX, Webb",2021,TX,Webb County,48479,All patients,Adjusted Prevalence,"DR, any stage",6.38
"TX, Wharton",2021,TX,Wharton County,48481,All patients,Adjusted Prevalence,"DR, any stage",2.93
"TX, Wheeler",2021,TX,Wheeler County,48483,All patients,Adjusted Prevalence,"DR, any stage",4.13
"TX, Wichita",2021,TX,Wichita County,48485,All patients,Adjusted Prevalence,"DR, any stage",2.53
"TX, Wilbarger",2021,TX,Wilbarger County,48487,All patients,Adjusted Prevalence,"DR, any stage",3.28
"TX, Willacy",2021,TX,Willacy County,48489,All patients,Adjusted Prevalence,"DR, any stage",6.54
"TX, Williamson",2021,TX,Williamson County,48491,All patients,Adjusted Prevalence,"DR, any stage",2.23
"TX, Wilson",2021,TX,Wilson County,48493,All patients,Adjusted Prevalence,"DR, any stage",2.61
"TX, Winkler",2021,TX,Winkler County,48495,All patients,Adjusted Prevalence,"DR, any stage",2.8
"TX, Wise",2021,TX,Wise County,48497,All patients,Adjusted Prevalence,"DR, any stage",3.57
"TX, Wood",2021,TX,Wood County,48499,All patients,Adjusted Prevalence,"DR, any stage",2.65
"TX, Yoakum",2021,TX,Yoakum County,48501,All patients,Adjusted Prevalence,"DR, any stage",3.91
"TX, Young",2021,TX,Young County,48503,All patients,Adjusted Prevalence,"DR, any stage",2.25
"TX, Zapata",2021,TX,Zapata County,48505,All patients,Adjusted Prevalence,"DR, any stage",6.44
