FullGeoName,Year,State,County,FIPS,RiskFactor,DataType,Indicator,Prevalence,ToxPi Score,Name,Source,Temperature-related deaths!1!0x88cceeff,Disaster-related deaths!1!0x44aa99ff,Air pollution-related deaths!1!0x117733ff,Air pollution-related illnesses!1!0x332288ff,Infectious Diseases!1!0xddcc77ff,ToxPi Score_socio,Name_socio,Source_socio,Costs of Climate Disasters!1!0x88cceeff,Economic & Productivity Losses!1!0x44aa99ff,Transition Risks!1!0x117733ff,Social Stressors!1!0x332288ff,ToxPi Score_env,Name3,Source_env,Transportation Sources!1!0x88cceeff,Exposures & Risks!1!0x44aa99ff,Pollution Sources!1!0x117733ff,Criteria Air Pollutants!1!0x332288ff,Land Use!1!0xddcc77ff,ToxPi Score_infra,Name_infra,Source_infra,Transportation!1!0x88cceeff,Energy!1!0x44aa99ff,"Food, Water, and Waste Management!1!0x117733ff",Communications!1!0x332288ff,Financial Services!1!0xddcc77ff,Governance!1!0x999933ff
"VA, Prince William",2021,VA,Prince William County,51153,All patients,Adjusted Prevalence,"DR, any stage",3.05,0.572172312455439,"VA, Prince William","+38.7023317,-077.4788873",0.464672183322724,0.766742894478928,0.546863468634686,0.701464035646085,0.381118980194772,0.468279247800539,"VA, Prince William","+38.7023317,-077.4788873",0.554656168884113,0.314213592993525,0.357160933607161,0.647086295717358,0.565747230505262,"VA, Prince William","+38.7023317,-077.4788873",0.41245697274165,0.580184473235856,0.66199038719594,0.720527795803591,0.453576523549271,0.352344190922422,"VA, Prince William","+38.7023317,-077.4788873",0.613946151982637,0.349231761131767,0.394979871121764,0.0101139829828223,0.424306753576297,0.321486624739244
"VA, Pulaski",2021,VA,Pulaski County,51155,All patients,Adjusted Prevalence,"DR, any stage",2.4,0.686061627547498,"VA, Pulaski","+37.0633853,-080.7134439",0.293761935073202,0.766742894478928,0.587638376383764,0.879694462126034,0.902470469675561,0.427946927875498,"VA, Pulaski","+37.0633853,-080.7134439",0.38643042675951,0.275557856959247,0.413388597480928,0.636410830302307,0.492686961905308,"VA, Pulaski","+37.0633853,-080.7134439",0.585821936924365,0.466112081405631,0.39866299070437,0.660934458144062,0.351903342348113,0.515570127608284,"VA, Pulaski","+37.0633853,-080.7134439",0.825678825982885,0.541666833761654,0.251905653734983,0.742173703644245,0.259835829471032,0.472159919054905
"VA, Rappahannock",2021,VA,Rappahannock County,51157,All patients,Adjusted Prevalence,"DR, any stage",2.89,0.695118829899839,"VA, Rappahannock","+38.6845215,-078.1688241",0.353278166772756,0.766742894478928,0.706088560885609,0.792807129217059,0.856677398144844,0.525520055551044,"VA, Rappahannock","+38.6845215,-078.1688241",0.398904365560062,0.545503320409644,0.381639752904087,0.776032783330381,0.333232742468091,"VA, Rappahannock","+38.6845215,-078.1688241",0.502325797748628,0.290735512467129,0.14685144070071,0.612805537529743,0.113445423894243,0.451007392888102,"VA, Rappahannock","+38.6845215,-078.1688241",0.506019787884497,0.490215533981617,0.668834256798233,0.286081232942687,0.508753079395236,0.24614046632634
"VA, Richmond",2021,VA,Richmond County,51159,All patients,Adjusted Prevalence,"DR, any stage",3.43,0.702017377321211,"VA, Richmond","+37.9428935,-076.7305609",0.755569700827499,0.766742894478928,0.920848708487085,0.668682367918523,0.398243214894018,0.554779913998505,"VA, Richmond","+37.9428935,-076.7305609",0.659649604570651,0.634196682936623,0.426732314766847,0.498541053719898,0.432695961109547,"VA, Richmond","+37.9428935,-076.7305609",0.559447390454926,0.41602713553892,0.33032424915217,0.521630975556998,0.336050054844721,0.603882949977051,"VA, Richmond","+37.9428935,-076.7305609",0.461642508265271,0.814489084686204,0.514011282990909,0.692245946379836,0.532248925695988,0.608659951844097
"VA, Roanoke",2021,VA,Roanoke County,51161,All patients,Adjusted Prevalence,"DR, any stage",2.36,0.663706024042979,"VA, Roanoke","+37.3310768,-080.1901101",0.581476766390834,0.766742894478928,0.565313653136531,0.810948440483768,0.594048365724832,0.365376711027587,"VA, Roanoke","+37.3310768,-080.1901101",0.319772380330685,0.210112514430777,0.357529036152979,0.574092913195905,0.489181601063343,"VA, Roanoke","+37.3310768,-080.1901101",0.27230440040934,0.54661398984001,0.575572742576915,0.669370538611291,0.382046333879156,0.342871622158336,"VA, Roanoke","+37.3310768,-080.1901101",0.713729323074991,0.0840307701226451,0.312641782687727,0.198426713758228,0.400204003496558,0.348197139809867
"VA, Rockbridge",2021,VA,Rockbridge County,51163,All patients,Adjusted Prevalence,"DR, any stage",3.21,0.656564618167893,"VA, Rockbridge","+37.8145174,-079.4477537",0.448758752387015,0.766742894478928,0.461623616236162,0.773711012094208,0.831986815643153,0.49572228107888,"VA, Rockbridge","+37.8145174,-079.4477537",0.348357654270514,0.629584024768461,0.409339469476925,0.59560797579962,0.406016924579292,"VA, Rockbridge","+37.8145174,-079.4477537",0.850451204763234,0.344760276763407,0.213628711542684,0.427536231884058,0.193708197943075,0.507295376342561,"VA, Rockbridge","+37.8145174,-079.4477537",0.578211160707622,0.506575324407005,0.537238998862719,0.586450473591267,0.439045845351676,0.396250455135075
"VA, Rockingham",2021,VA,Rockingham County,51165,All patients,Adjusted Prevalence,"DR, any stage",2.22,0.642567117339925,"VA, Rockingham","+38.5112574,-078.8763070",0.363781031190325,0.766742894478928,0.537084870848709,0.713239974538511,0.831986815643153,0.54912917753347,"VA, Rockingham","+38.5112574,-078.8763070",0.441920849190601,0.451974601832233,0.540936129607019,0.761685129504028,0.450673277631092,"VA, Rockingham","+38.5112574,-078.8763070",0.472555586566192,0.423724036906791,0.409056530119306,0.639736102098205,0.308294132464967,0.48407570104685,"VA, Rockingham","+38.5112574,-078.8763070",0.874423671256148,0.469318870848876,0.194800131224075,0.53266977042864,0.364743482695792,0.468498279827566
"VA, Russell",2021,VA,Russell County,51167,All patients,Adjusted Prevalence,"DR, any stage",2.36,0.718622622415276,"VA, Russell","+36.9334198,-082.0959342",0.331317632081477,0.766742894478928,0.699261992619926,0.933163590070019,0.862627002826031,0.432624176636318,"VA, Russell","+36.9334198,-082.0959342",0.447936380153508,0.191592294611445,0.435106647684216,0.655861384096103,0.473260853114991,"VA, Russell","+36.9334198,-082.0959342",0.6969485533538,0.377304256393943,0.33398394612926,0.580359074194246,0.377708435503703,0.593577152437224,"VA, Russell","+36.9334198,-082.0959342",0.751963359286871,0.558804213383732,0.475668472599575,0.834002247551774,0.392834457608869,0.548190164192525
"VA, Scott",2021,VA,Scott County,51169,All patients,Adjusted Prevalence,"DR, any stage",2.62,0.711043497381298,"VA, Scott","+36.7127783,-082.6136268",0.598981540420115,0.766742894478928,0.72380073800738,0.871419478039465,0.594272835960604,0.438839014163065,"VA, Scott","+36.7127783,-082.6136268",0.487263654015367,0.31575451099629,0.46032167207278,0.492016219567826,0.497849491492713,"VA, Scott","+36.7127783,-082.6136268",0.647409061308029,0.529022395477366,0.376216849244883,0.64114211550941,0.29545703592388,0.701120436164789,"VA, Scott","+36.7127783,-082.6136268",0.98909996384744,0.748589893604613,0.490543964955653,0.642478728527854,0.506932368058277,0.829077697994897
"VA, Shenandoah",2021,VA,Shenandoah County,51171,All patients,Adjusted Prevalence,"DR, any stage",2.67,0.642521469809028,"VA, Shenandoah","+38.8562040,-078.5739867",0.345321451304901,0.766742894478928,0.626568265682657,0.78071292170592,0.693261815872733,0.521528311432031,"VA, Shenandoah","+38.8562040,-078.5739867",0.371386976592693,0.544242899449235,0.398756521284645,0.771726848401552,0.499905476495887,"VA, Shenandoah","+38.8562040,-078.5739867",0.841520141408503,0.42309789937323,0.261765925781345,0.657257192299373,0.315886223616983,0.498860872904025,"VA, Shenandoah","+38.8562040,-078.5739867",0.602218014908597,0.524288637802859,0.351860837838668,0.633970139669289,0.414249490953097,0.466578116251639
"VA, Smyth",2021,VA,Smyth County,51173,All patients,Adjusted Prevalence,"DR, any stage",3.68,0.667448328965773,"VA, Smyth","+36.8423183,-081.5397861",0.0763844684914067,0.766742894478928,0.668634686346864,0.89528962444303,0.930189971068638,0.400865357711087,"VA, Smyth","+36.8423183,-081.5397861",0.485458548960395,0.168297921207577,0.22482806838543,0.724876892290946,0.442755182025809,"VA, Smyth","+36.8423183,-081.5397861",0.740487487208112,0.341845890527836,0.370361334081538,0.544992429158555,0.216088769153005,0.620027534987054,"VA, Smyth","+36.8423183,-081.5397861",0.824704395649779,0.613133459916191,0.538946919147411,0.608444373093595,0.392834457608869,0.742101604506481
"VA, Southampton",2021,VA,Southampton County,51175,All patients,Adjusted Prevalence,"DR, any stage",3.43,0.672336818020487,"VA, Southampton","+36.7201725,-077.1038556",0.621896880967537,0.766742894478928,0.727121771217712,0.868555060471038,0.377367482967222,0.493774426647422,"VA, Southampton","+36.7201725,-077.1038556",0.61107095061021,0.463520801613509,0.424431673855481,0.476074280510486,0.472552927355843,"VA, Southampton","+36.7201725,-077.1038556",0.640571215927063,0.488181803573096,0.348866713836094,0.515898767034393,0.36924613640857,0.516551525780678,"VA, Southampton","+36.7201725,-077.1038556",0.437995593317107,0.688107390077001,0.71819315302583,0.589661261839782,0.241628716101445,0.423723040322901
"VA, Spotsylvania",2021,VA,Spotsylvania County,51177,All patients,Adjusted Prevalence,"DR, any stage",2.59,0.621934468320155,"VA, Spotsylvania","+38.1823112,-077.6562804",0.499045194143857,0.766742894478928,0.70719557195572,0.755569700827499,0.381118980194772,0.433252097883945,"VA, Spotsylvania","+38.1823112,-077.6562804",0.495798038604469,0.350288197259407,0.31602547411195,0.570896681559955,0.523053895950853,"VA, Spotsylvania","+38.1823112,-077.6562804",0.396548516141036,0.615974098914122,0.483494766633323,0.580791693705386,0.538460404360399,0.339545541576835,"VA, Spotsylvania","+38.1823112,-077.6562804",0.58957966159978,0.108073006931092,0.415139284386504,0.0789853909134693,0.468697429982146,0.37679847564802
"VA, Stafford",2021,VA,Stafford County,51179,All patients,Adjusted Prevalence,"DR, any stage",2.57,0.56797253148883,"VA, Stafford","+38.4189333,-077.4590432",0.477721196690006,0.766742894478928,0.598892988929889,0.721833227243794,0.274672350101532,0.455609624322503,"VA, Stafford","+38.4189333,-077.4590432",0.657439925505783,0.368679832960427,0.216177658558697,0.580141080265105,0.511668960141237,"VA, Stafford","+38.4189333,-077.4590432",0.412038329146897,0.538929801161959,0.475077463586015,0.607073329007138,0.525225877804173,0.365337447553679,"VA, Stafford","+38.4189333,-077.4590432",0.625024778879082,0.412342639652558,0.470276700947836,0.0346765130839621,0.30136538806166,0.348338664696977
"VA, Surry",2021,VA,Surry County,51181,All patients,Adjusted Prevalence,"DR, any stage",3.99,0.66504368031962,"VA, Surry","+37.1197611,-076.8801717",0.612030553787397,0.766742894478928,0.693173431734317,0.86569064290261,0.387580878694848,0.477695120426158,"VA, Surry","+37.1197611,-076.8801717",0.71655976451209,0.461129684583899,0.255104502778997,0.477986529829643,0.394984391617902,"VA, Surry","+37.1197611,-076.8801717",0.483765931714578,0.404635755535748,0.351452899699905,0.392494051481722,0.342573319657557,0.506043405283206,"VA, Surry","+37.1197611,-076.8801717",0.441449921334125,0.713776431468189,0.547606959571026,0.475517739605073,0.430289090826304,0.427620288894517
"VA, Sussex",2021,VA,Sussex County,51183,All patients,Adjusted Prevalence,"DR, any stage",4.21,0.694634719107857,"VA, Sussex","+36.9266454,-077.2597319",0.638446849140675,0.766742894478928,0.781734317343174,0.887332908975175,0.398916625601334,0.417867758704227,"VA, Sussex","+36.9266454,-077.2597319",0.385998143708739,0.240349175373299,0.580047025100228,0.465076690634641,0.507853338907983,"VA, Sussex","+36.9266454,-077.2597319",0.846125220950786,0.499731408284431,0.293068533925391,0.499675535366645,0.400665996012662,0.574381322802632,"VA, Sussex","+36.9266454,-077.2597319",0.312277377084181,0.564927194551774,0.684222125239719,0.833841708139348,0.373066734521889,0.677952797278878
"VA, Tazewell",2021,VA,Tazewell County,51185,All patients,Adjusted Prevalence,"DR, any stage",2.2,0.666036243214656,"VA, Tazewell","+37.1253949,-081.5629237",0.073520050922979,0.766742894478928,0.663653136531365,0.89528962444303,0.930975509696975,0.422489838386713,"VA, Tazewell","+37.1253949,-081.5629237",0.344985846474504,0.264565692548015,0.353940036331249,0.726467778193082,0.430663172728034,"VA, Tazewell","+37.1253949,-081.5629237",0.629686482463485,0.399643829138776,0.362578378510259,0.50389357560026,0.257513597927388,0.616973949798871,"VA, Tazewell","+37.1253949,-081.5629237",0.695962943792577,0.727310140929897,0.558161022350195,0.593674747150426,0.277609440141343,0.849125404428791
"VA, Warren",2021,VA,Warren County,51187,All patients,Adjusted Prevalence,"DR, any stage",3.0,0.658100731539628,"VA, Warren","+38.9081874,-078.2071314",0.357097390197327,0.766742894478928,0.67029520295203,0.802991725015913,0.693376445053942,0.473674722286946,"VA, Warren","+38.9081874,-078.2071314",0.390863900815729,0.477305616101021,0.252251708048904,0.774277664182129,0.467733061622816,"VA, Warren","+38.9081874,-078.2071314",0.488510559121779,0.430281405936824,0.476248566618684,0.672723339822626,0.270901436614168,0.447950604339926,"VA, Warren","+38.9081874,-078.2071314",0.735673435658088,0.431622005596438,0.444576668396985,0.387702681008188,0.323213924105164,0.364914911274697
"VA, Washington",2021,VA,Washington County,51191,All patients,Adjusted Prevalence,"DR, any stage",2.06,0.70515244462748,"VA, Washington","+36.7478126,-081.9502907",0.48631444939529,0.766742894478928,0.710885608856089,0.868555060471038,0.693264209936056,0.453522698380238,"VA, Washington","+36.7478126,-081.9502907",0.478531536389801,0.367765921767316,0.432898032409305,0.534895302954529,0.577059773072585,"VA, Washington","+36.7478126,-081.9502907",0.678249139454833,0.484578228756932,0.569229267816625,0.674021198356046,0.479221030978489,0.574801302429313,"VA, Washington","+36.7478126,-081.9502907",0.945303615150887,0.560535162003169,0.562857803133098,0.375983303901108,0.351651701177661,0.652476229209954
"VA, Westmoreland",2021,VA,Westmoreland County,51193,All patients,Adjusted Prevalence,"DR, any stage",3.12,0.687208003654313,"VA, Westmoreland","+38.1091912,-076.8041695",0.749840865690643,0.766742894478928,0.854428044280443,0.703373647358371,0.361654566463182,0.517838360087794,"VA, Westmoreland","+38.1091912,-076.8041695",0.751564152833391,0.401049739219316,0.420198494578569,0.498541053719898,0.395922723825423,"VA, Westmoreland","+38.1091912,-076.8041695",0.281561075448879,0.462360479672943,0.223558689340523,0.619943759463552,0.39218961520122,0.528913802779307,"VA, Westmoreland","+38.1091912,-076.8041695",0.616072337010393,0.399090580534161,0.403594236585575,0.673783913950875,0.597274330587368,0.483667418007474
"VA, Wise",2021,VA,Wise County,51195,All patients,Adjusted Prevalence,"DR, any stage",2.64,0.725371867742382,"VA, Wise","+36.9745607,-082.6215601",0.333227243793762,0.766742894478928,0.748339483394834,0.940165499681731,0.838384217362655,0.440375896904756,"VA, Wise","+36.9745607,-082.6215601",0.389048944880288,0.234052831474381,0.477438440453337,0.660963370811018,0.446827910268947,"VA, Wise","+36.9745607,-082.6215601",0.62540701460601,0.343033233068254,0.468587600946642,0.54272117672507,0.254390525998757,0.628977592684879,"VA, Wise","+36.9745607,-082.6215601",0.88709322869356,0.447652714484996,0.52852860541079,0.500722427355916,0.492800180061884,0.917068400102129
"VA, Wythe",2021,VA,Wythe County,51197,All patients,Adjusted Prevalence,"DR, any stage",3.39,0.64661147507689,"VA, Wythe","+36.9014709,-081.0842090",0.0957988542329726,0.766742894478928,0.634132841328413,0.877148313176321,0.859234472167817,0.432141973241636,"VA, Wythe","+36.9014709,-081.0842090",0.481049261842535,0.199592877166138,0.323847653210592,0.724078100747279,0.448102366770847,"VA, Wythe","+36.9014709,-081.0842090",0.824216206158712,0.373039147415336,0.245126503525508,0.54488427428077,0.253245702473906,0.578278575448304,"VA, Wythe","+36.9014709,-081.0842090",0.497609796310733,0.490852414426874,0.517597915588762,0.7219457376786,0.442600567485738,0.799065021199115
"VA, York",2021,VA,York County,51199,All patients,Adjusted Prevalence,"DR, any stage",3.92,0.674236006350614,"VA, York","+37.2209139,-076.3955330",0.526734563971992,0.766742894478928,0.90590405904059,0.877148313176321,0.29465020108524,0.443280246661363,"VA, York","+37.2209139,-076.3955330",0.661349129099473,0.317203615793773,0.272589373705373,0.521978868046831,0.496708942332647,"VA, York","+37.2209139,-076.3955330",0.37840729370174,0.515976413041962,0.630321809354185,0.611832143629678,0.34700705193567,0.253737251947105,"VA, York","+37.2209139,-076.3955330",0.699203219754586,0.078776506449276,0.398214798023542,0.004495103547921,0.168540161003534,0.17319372290377
"VA, Alexandria City",2021,VA,Alexandria city,51510,All patients,Adjusted Prevalence,"DR, any stage",2.26,0.639669108056565,"VA, Alexandria","+38.8183429,-077.0820263",0.596435391470401,0.766742894478928,0.729151291512915,0.751432208784214,0.354583754036364,0.486926030065601,"VA, Alexandria","+38.8183429,-077.0820263",0.783953132390039,0.14867333816007,0.422499135489934,0.592578514222361,0.567002093927251,"VA, Alexandria","+38.8183429,-077.0820263",0.413852451390827,0.766346419615609,0.453607241320419,0.741401687216094,0.459802670093306,0.190780782742818,"VA, Alexandria","+38.8183429,-077.0820263",0.315624340060559,0.0,0.179269539165172,0.0306630277733184,0.350351193079833,0.268776596378026
"VA, Bedford City",2021,VA,Bedford city,51515,All patients,Adjusted Prevalence,"DR, any stage",2.67,0.68358796756053,"VA, ","+37.3381555,-079.5207054",0.521642266072565,0.766742894478928,0.672878228782288,0.850732017823043,0.605944430645826,0.383262892134796,"VA, ","+37.3381555,-079.5207054",0.369012776817414,0.211765209164513,0.361762215429891,0.590511367127364,0.352878101178409,"VA, ","+37.3381555,-079.5207054",0.23862684900921,0.447222540989897,0.208456339815063,0.561431970581873,0.308652805496001,0.393715030052377,"VA, ","+37.3381555,-079.5207054",0.445436532275212,0.481936088193277,0.203723759544217,0.50698346444052,0.434017214040076,0.290193121820961
"VA, Bristol City",2021,VA,Bristol city,51520,All patients,Adjusted Prevalence,"DR, any stage",2.58,0.737128647144074,"VA, Bristol","+36.6169541,-082.1575641",0.508274984086569,0.766742894478928,0.773431734317343,0.944939528962444,0.692254093875082,0.445767142713228,"VA, Bristol","+36.6169541,-082.1575641",0.552289508609528,0.155407757864108,0.540476001424746,0.534895302954529,0.644973580416826,"VA, Bristol","+36.6169541,-082.1575641",0.705554005023723,0.690959950327697,0.661404835679606,0.77428077006273,0.392668340990373,0.525598460177113,"VA, Bristol","+36.6169541,-082.1575641",0.508460326833141,0.624984037449057,0.620403744530169,0.438593674747151,0.418237715786434,0.542911261716725
"VA, Buena Vista City",2021,VA,Buena Vista city,51530,All patients,Adjusted Prevalence,"DR, any stage",3.23,0.611760361458699,"VA, Buena Vista","+37.7316634,-079.3563746",0.45671546785487,0.766742894478928,0.464944649446495,0.687460216422661,0.682938579090544,0.477428106950045,"VA, Buena Vista","+37.7316634,-079.3563746",0.527928033560618,0.378953538601473,0.407222879838469,0.59560797579962,0.360069843807685,"VA, Buena Vista","+37.7316634,-079.3563746",0.232579774862778,0.445042232518834,0.340717788567107,0.467445381786719,0.314564041302991,0.607898587605828,"VA, Buena Vista","+37.7316634,-079.3563746",0.717699731375716,0.659466512308628,0.625282289538589,0.410499277572644,0.616175048275796,0.618268666563595
"VA, Charlottesville City",2021,VA,Charlottesville city,51540,All patients,Adjusted Prevalence,"DR, any stage",2.27,0.617480700343806,"VA, Charlottesville","+38.0376579,-078.4853806",0.563017186505411,0.766742894478928,0.503321033210332,0.768936982813495,0.485385404710866,0.425801451112521,"VA, Charlottesville","+38.0376579,-078.4853806",0.495798038604469,0.190238083106066,0.416149366574566,0.601020316164981,0.458876451538741,"VA, Charlottesville","+38.0376579,-078.4853806",0.273095171643874,0.680579764515531,0.258252616683339,0.612372918018603,0.470081786832361,0.251930338475669,"VA, Charlottesville","+38.0376579,-078.4853806",0.262397646988298,0.217508273179682,0.125112050372761,0.183657087815059,0.3958689765038,0.327037995994415
"VA, Chesapeake City",2021,VA,Chesapeake city,51550,All patients,Adjusted Prevalence,"DR, any stage",3.65,0.738456312084667,"VA, Chesapeake","+36.6793761,-076.3017884",0.595480585614259,0.766742894478928,0.987638376383764,0.971674092934437,0.370745611011948,0.459751333170467,"VA, Chesapeake","+36.6793761,-076.3017884",0.615233525453518,0.329269114410395,0.409339469476925,0.48516322334103,0.564977189217955,"VA, Chesapeake","+36.6793761,-076.3017884",0.523537073216113,0.648668494710553,0.680923219557421,0.524551157257192,0.447206001348496,0.377365899145949,"VA, Chesapeake","+36.6793761,-076.3017884",0.511656303051395,0.423576073814586,0.230367315985411,0.113982982822283,0.485604035253904,0.499008683948112
"VA, Colonial Heights Cit",2021,VA,Colonial Heights city,51570,All patients,Adjusted Prevalence,"DR, any stage",2.49,0.752444373334253,"VA, Colonial Heights","+37.2616846,-077.3968043",0.894653087205602,0.766742894478928,0.738191881918819,0.963717377466582,0.398916625601334,0.412253636429098,"VA, Colonial Heights","+37.2616846,-077.3968043",0.527928033560618,0.231931069938505,0.465843210260056,0.423312231957212,0.507709376287372,"VA, Colonial Heights","+37.2616846,-077.3968043",0.272025304679505,0.745743283656513,0.453680435259961,0.666125892277742,0.400971965563139,0.39911210741612,"VA, Colonial Heights","+37.2616846,-077.3968043",0.544757725004008,0.433851614576384,0.292590050054483,0.365548242093434,0.533982936493092,0.22394207627532
"VA, Covington City",2021,VA,Covington city,51580,All patients,Adjusted Prevalence,"DR, any stage",3.29,0.675262407233807,"VA, Covington","+37.7781426,-079.9860390",0.457670273711012,0.766742894478928,0.557933579335793,0.747612985359644,0.846352303283658,0.462776960312206,"VA, Covington","+37.7781426,-079.9860390",0.574539153004044,0.249591356135609,0.414953033300656,0.612024298808515,0.499147793193177,"VA, Covington","+37.7781426,-079.9860390",0.46613638477998,0.517055815351433,0.613706785078195,0.560999351070733,0.337840629685544,0.518176541512464,"VA, Covington","+37.7781426,-079.9860390",0.780936670172219,0.544737101346692,0.332275295996279,0.539894043987799,0.426474267072676,0.48474187049912
"VA, Danville City",2021,VA,Danville city,51590,All patients,Adjusted Prevalence,"DR, any stage",3.62,0.655574445373357,"VA, Danville","+36.5833337,-079.4080707",0.436028007638447,0.766742894478928,0.75479704797048,0.921387651177594,0.398916625601334,0.418536891191103,"VA, Danville","+36.5833337,-079.4080707",0.455446988600856,0.22410314336169,0.40105716219601,0.593540270605856,0.537387382688331,"VA, Danville","+36.5833337,-079.4080707",0.427481626197786,0.651595080494671,0.573718496108522,0.615509409474367,0.418632301166306,0.633946519773564,"VA, Danville","+36.5833337,-079.4080707",0.460975616593469,0.720568704643552,0.670189620828939,0.861133408251726,0.402371516992938,0.688440251330761
"VA, Emporia City",2021,VA,Emporia city,51595,All patients,Adjusted Prevalence,"DR, any stage",4.39,0.732969716207033,"VA, Emporia","+36.6961820,-077.5359753",0.807447485677912,0.766742894478928,0.904981549815498,0.78676002546149,0.398916625601334,0.358394658198705,"VA, Emporia","+36.6961820,-077.5359753",0.381934683031496,0.2299579891368,0.337007319223601,0.484678641402922,0.559924812408139,"VA, Emporia","+36.6961820,-077.5359753",0.868964554842311,0.68761198808591,0.227901529753336,0.585550508327926,0.429595481031213,0.547637104423652,"VA, Emporia","+36.6961820,-077.5359753",0.40403360380518,0.507108726982337,0.419593315941692,0.903997431369401,0.383904302003786,0.667185246439515
"VA, Fairfax City",2021,VA,Fairfax city,51600,All patients,Adjusted Prevalence,"DR, any stage",2.17,0.596566617767509,"VA, Fairfax","+38.8531833,-077.2990252",0.539147040101846,0.766742894478928,0.510147601476015,0.722151495862508,0.444644056918248,0.44361873703522,"VA, Fairfax","+38.8531833,-077.2990252",0.527928033560618,0.23705422397783,0.362406394885074,0.647086295717358,0.501429405837605,"VA, Fairfax","+38.8531833,-077.2990252",0.445204205042329,0.611833890899872,0.339278307756118,0.72896387627082,0.381866749218886,0.279961065323699,"VA, Fairfax","+38.8531833,-077.2990252",0.444593007289093,0.21703061284574,0.0475360655691691,0.0189436506662386,0.610106010485934,0.34155704508602
"VA, Falls Church City",2021,VA,Falls Church city,51610,All patients,Adjusted Prevalence,"DR, any stage",1.3,0.601326461555772,"VA, Falls Church","+38.8837873,-077.1746385",0.582431572246977,0.766742894478928,0.689667896678967,0.675047740292807,0.292742204081178,0.454523403626715,"VA, Falls Church","+38.8837873,-077.1746385",0.560963098797221,0.263394422989464,0.379799240174995,0.613936852545182,0.467931499051852,"VA, Falls Church","+38.8837873,-077.1746385",0.335845194901851,0.631450455679158,0.255690828799375,0.72896387627082,0.387707139608057,0.202744487596252,"VA, Falls Church","+38.8837873,-077.1746385",0.261935964832524,0.213724439159402,0.259113536637654,0.0046556429603467,0.394915270565393,0.0821220714221938
"VA, Franklin City",2021,VA,Franklin city,51620,All patients,Adjusted Prevalence,"DR, any stage",2.77,0.680046322951553,"VA, Franklin","+36.6840142,-076.9413956",0.762253341820497,0.766742894478928,0.743357933579336,0.833227243793762,0.29465020108524,0.382558282172508,"VA, Franklin","+36.6840142,-076.9413956",0.428361882684257,0.279467760997431,0.413112520571564,0.40929096443678,0.426528447366304,"VA, Franklin","+36.6840142,-076.9413956",0.338496604335287,0.48189990915732,0.392514699782858,0.487129569543586,0.432601454012468,0.639991645939162,"VA, Franklin","+36.6840142,-076.9413956",0.676198315791498,0.592291486535442,0.51550460751473,0.870284154759994,0.597794533826499,0.587876777206806
"VA, Fredericksburg City",2021,VA,Fredericksburg city,51630,All patients,Adjusted Prevalence,"DR, any stage",2.41,0.644096467123985,"VA, Fredericksburg","+38.2992718,-077.4866583",0.556015276893698,0.766742894478928,0.706826568265683,0.855506047103756,0.335391548877858,0.438055218482915,"VA, Fredericksburg","+38.2992718,-077.4866583",0.529635482820097,0.234313003746298,0.413388597480928,0.574883789884338,0.530459456138013,"VA, Fredericksburg","+38.2992718,-077.4866583",0.374686017303935,0.663279833866705,0.498621514138629,0.615833874107722,0.499876041273073,0.308829392918166,"VA, Fredericksburg","+38.2992718,-077.4866583",0.362481002340506,0.250729939601083,0.309603249607531,0.183175469577781,0.527133593844533,0.219853102537564
"VA, Galax City",2021,VA,Galax city,51640,All patients,Adjusted Prevalence,"DR, any stage",3.21,0.719560320352504,"VA, Galax","+36.6656397,-080.9143083",0.446849140674729,0.766742894478928,0.630627306273063,0.813176320814768,0.940405939521029,0.383209502809767,"VA, Galax","+36.6656397,-080.9143083",0.495798038604469,0.214283864603946,0.290258295904659,0.532497812125994,0.420491493106735,"VA, Galax","+36.6656397,-080.9143083",0.519211089403665,0.350831123605258,0.358625905775002,0.538935756002596,0.334853590747156,0.632385232995891,"VA, Galax","+36.6656397,-080.9143083",0.786231699734642,0.770618011207364,0.473704364272179,0.903515813132124,0.382083590666827,0.478157918962209
"VA, Hampton City",2021,VA,Hampton city,51650,All patients,Adjusted Prevalence,"DR, any stage",4.21,0.728241869069967,"VA, Hampton","+37.0480303,-076.2971486",0.621260343730108,0.766742894478928,0.998339483394834,0.960216422660726,0.29465020108524,0.44123562686591,"VA, Hampton","+37.0480303,-076.2971486",0.636529505559453,0.206302618149849,0.436947160413308,0.48516322334103,0.58904922765977,"VA, Hampton","+37.0480303,-076.2971486",0.42027165317704,0.591316159829751,0.595774269890453,0.612264763140818,0.725619292260791,0.432506338883549,"VA, Hampton","+37.0480303,-076.2971486",0.445390959742677,0.419466143378774,0.412159014523191,0.214320115588377,0.489678960627098,0.614022839441174
